freq,Reach,Date,dominant_veg,ltbg,system
5,Spring Lake Dam,10/21/2014,Hygrophila,NA,San Marcos
3,Spring Lake Dam,10/21/2014,Hygrophila,NA,San Marcos
64,City Park,4/20/2015,Hygrophila,NA,San Marcos
13,City Park,4/20/2015,Hygrophila,NA,San Marcos
34,City Park,4/20/2015,Hydrilla,NA,San Marcos
15,City Park,4/20/2015,Hydrilla,NA,San Marcos
4,City Park,4/20/2015,Sagittaria,1,San Marcos
12,City Park,4/20/2015,Sagittaria,1,San Marcos
12,City Park,4/20/2015,Potamogeton/Hygrophila,NA,San Marcos
3,City Park,4/20/2015,Potamogeton/Hygrophila,NA,San Marcos
20,I-35,4/21/2015,Hydrilla,NA,San Marcos
21,I-35,4/21/2015,Hydrilla,NA,San Marcos
30,I-35,4/21/2015,Cabomba,7,San Marcos
20,I-35,4/21/2015,Cabomba,7,San Marcos
7,I-35,4/21/2015,Hygrophila,NA,San Marcos
1,I-35,4/21/2015,Sagittaria,1,San Marcos
12,I-35,4/21/2015,Sagittaria,1,San Marcos
16,Spring Lake Dam,4/21/2015,Vallisneria,NA,San Marcos
8,Spring Lake Dam,4/21/2015,Vallisneria,NA,San Marcos
8,Spring Lake Dam,4/21/2015,Potamogeton,5,San Marcos
1,Spring Lake Dam,4/21/2015,Hydrilla,NA,San Marcos
3,Spring Lake Dam,4/21/2015,Hydrilla,NA,San Marcos
3,Spring Lake Dam,4/21/2015,Hygrophila,NA,San Marcos
18,City Park,6/10/2015,Hygrophila,NA,San Marcos
8,City Park,6/10/2015,Potamogeton/Hygrophila,NA,San Marcos
13,City Park,6/10/2015,Potamogeton/Hygrophila,NA,San Marcos
41,City Park,6/10/2015,Hydrilla,NA,San Marcos
54,City Park,6/10/2015,Hydrilla,NA,San Marcos
3,City Park,6/10/2015,Sagittaria,1,San Marcos
2,City Park,6/10/2015,Sagittaria,1,San Marcos
1,Spring Lake Dam,6/10/2015,Vallisneria,NA,San Marcos
13,Spring Lake Dam,6/10/2015,Vallisneria,NA,San Marcos
18,Spring Lake Dam,6/10/2015,Potamogeton,5,San Marcos
8,Spring Lake Dam,6/10/2015,Potamogeton,5,San Marcos
28,Spring Lake Dam,6/10/2015,Hydrilla,NA,San Marcos
9,Spring Lake Dam,6/10/2015,Hydrilla,NA,San Marcos
3,Spring Lake Dam,6/10/2015,Hygrophila,NA,San Marcos
5,Spring Lake Dam,6/10/2015,Hygrophila,NA,San Marcos
10,I-35,6/11/2015,Cabomba,7,San Marcos
13,I-35,6/11/2015,Cabomba,7,San Marcos
10,I-35,6/11/2015,Hygrophila,NA,San Marcos
5,I-35,6/11/2015,Hygrophila,NA,San Marcos
3,I-35,6/11/2015,Sagittaria,1,San Marcos
1,I-35,6/11/2015,Hydrilla,NA,San Marcos
1,I-35,6/11/2015,Hydrilla,NA,San Marcos
14,City Park,10/19/2015,Hygrophila,NA,San Marcos
35,City Park,10/19/2015,Hygrophila,NA,San Marcos
2,City Park,10/19/2015,Potamogeton/Hygrophila,NA,San Marcos
4,City Park,10/19/2015,Potamogeton/Hygrophila,NA,San Marcos
3,City Park,10/19/2015,Hydrilla,NA,San Marcos
11,City Park,10/19/2015,Hydrilla,NA,San Marcos
7,Spring Lake Dam,10/19/2015,Hygrophila,NA,San Marcos
2,Spring Lake Dam,10/19/2015,Hygrophila,NA,San Marcos
66,Spring Lake Dam,10/19/2015,Hydrilla,NA,San Marcos
13,Spring Lake Dam,10/19/2015,Hydrilla,NA,San Marcos
2,Spring Lake Dam,10/19/2015,Potamogeton,5,San Marcos
8,Spring Lake Dam,10/19/2015,Potamogeton,5,San Marcos
3,I-35,10/19/2015,Cabomba,7,San Marcos
11,I-35,10/19/2015,Cabomba,7,San Marcos
6,I-35,10/19/2015,Hygrophila,NA,San Marcos
5,I-35,10/19/2015,Hygrophila,NA,San Marcos
1,I-35,10/19/2015,Sagittaria,1,San Marcos
8,I-35,10/19/2015,Hydrilla,NA,San Marcos
1,I-35,10/19/2015,Hydrilla,NA,San Marcos
7,City Park,11/23/2015,Hydrilla,NA,San Marcos
4,City Park,11/23/2015,Hydrilla,NA,San Marcos
20,City Park,11/23/2015,Hygrophila,NA,San Marcos
2,City Park,11/23/2015,Hygrophila,NA,San Marcos
7,City Park,11/23/2015,Potamogeton/Hygrophila,NA,San Marcos
5,City Park,11/23/2015,Potamogeton/Hygrophila,NA,San Marcos
2,I-35,11/24/2015,Cabomba,7,San Marcos
9,I-35,11/24/2015,Hygrophila,NA,San Marcos
6,I-35,11/24/2015,Hygrophila,NA,San Marcos
5,I-35,11/24/2015,Sagittaria,1,San Marcos
2,I-35,11/24/2015,Hydrilla,NA,San Marcos
6,I-35,11/24/2015,Hydrilla,NA,San Marcos
1,I-35,11/24/2015,Hydrilla,NA,San Marcos
13,Spring Lake Dam,11/23/2015,Sagittaria,1,San Marcos
21,Spring Lake Dam,11/23/2015,Sagittaria,1,San Marcos
27,Spring Lake Dam,11/23/2015,Hygrophila,NA,San Marcos
6,Spring Lake Dam,11/23/2015,Hygrophila,NA,San Marcos
19,Spring Lake Dam,11/23/2015,Hydrocotyle,4,San Marcos
8,City Park,5/4/2016,Hygrophila,NA,San Marcos
1,City Park,5/4/2016,Hygrophila,NA,San Marcos
3,City Park,5/4/2016,Hydrilla,NA,San Marcos
15,City Park,5/4/2016,Hydrilla,NA,San Marcos
1,City Park,5/4/2016,Sagittaria,1,San Marcos
4,City Park,5/4/2016,Potamogeton/Hygrophila,NA,San Marcos
2,City Park,5/4/2016,Potamogeton/Hygrophila,NA,San Marcos
9,I-35,5/3/2016,Cabomba,7,San Marcos
14,I-35,5/3/2016,Cabomba,7,San Marcos
24,I-35,5/3/2016,Hygrophila,NA,San Marcos
25,I-35,5/3/2016,Hygrophila,NA,San Marcos
2,I-35,5/3/2016,Sagittaria,1,San Marcos
22,I-35,5/3/2016,Hydrilla,NA,San Marcos
17,I-35,5/3/2016,Hydrilla,NA,San Marcos
8,Spring Lake Dam,5/3/2016,Potamogeton,5,San Marcos
8,Spring Lake Dam,5/3/2016,Hygrophila,NA,San Marcos
38,Spring Lake Dam,5/3/2016,Hygrophila,NA,San Marcos
1,Spring Lake Dam,5/3/2016,Hydrocotyle,4,San Marcos
3,Spring Lake Dam,5/3/2016,Hydrocotyle,4,San Marcos
12,Spring Lake Dam,10/19/2016,Sagittaria,1,San Marcos
1,Spring Lake Dam,10/19/2016,Sagittaria,1,San Marcos
5,Spring Lake Dam,10/19/2016,Hygrophila,NA,San Marcos
2,Spring Lake Dam,10/19/2016,Hygrophila,NA,San Marcos
4,City Park,10/19/2016,Potamogeton/Hygrophila,NA,San Marcos
12,City Park,10/19/2016,Hydrilla,NA,San Marcos
8,City Park,10/19/2016,Hygrophila,NA,San Marcos
3,City Park,10/19/2016,Hygrophila,NA,San Marcos
2,City Park,10/19/2016,Sagittaria,1,San Marcos
1,City Park,10/19/2016,Sagittaria,1,San Marcos
8,I-35,10/20/2016,Cabomba,7,San Marcos
9,I-35,10/20/2016,Cabomba,7,San Marcos
5,I-35,10/20/2016,Hygrophila,NA,San Marcos
4,I-35,10/20/2016,Hygrophila,NA,San Marcos
4,I-35,10/20/2016,Sagittaria,1,San Marcos
6,I-35,10/20/2016,Hydrilla,NA,San Marcos
7,Spring Lake Dam,4/24/2017,Hygrophila,NA,San Marcos
5,Spring Lake Dam,4/24/2017,Hygrophila,NA,San Marcos
1,Spring Lake Dam,4/24/2017,Potamogeton,5,San Marcos
3,Spring Lake Dam,4/24/2017,Sagittaria,1,San Marcos
4,Spring Lake Dam,4/24/2017,Sagittaria,1,San Marcos
1,Spring Lake Dam,4/24/2017,Open,NA,San Marcos
7,City Park,4/24/2017,Hygrophila,NA,San Marcos
2,City Park,4/24/2017,Hygrophila,NA,San Marcos
10,City Park,5/11/2017,Hydrilla,NA,San Marcos
9,City Park,4/24/2017,Hydrilla,NA,San Marcos
1,City Park,4/24/2017,Sagittaria,1,San Marcos
9,City Park,4/24/2017,Potamogeton/Hygrophila,NA,San Marcos
5,City Park,4/24/2017,Potamogeton/Hygrophila,NA,San Marcos
8,I-35,4/25/2017,Cabomba,7,San Marcos
10,I-35,4/24/2017,Cabomba,7,San Marcos
8,I-35,4/25/2017,Hygrophila,NA,San Marcos
2,I-35,4/25/2017,Hygrophila,NA,San Marcos
1,Spring Lake Dam,10/16/2017,Sagittaria,1,San Marcos
5,Spring Lake Dam,10/16/2017,Hygrophila,NA,San Marcos
10,Spring Lake Dam,10/16/2017,Hygrophila,NA,San Marcos
5,Spring Lake Dam,10/16/2017,Hydrocotyle,4,San Marcos
34,Spring Lake Dam,10/16/2017,Hydrocotyle,4,San Marcos
2,City Park,10/16/2017,Hygrophila,NA,San Marcos
7,City Park,10/16/2017,Hydrilla,NA,San Marcos
12,City Park,10/16/2017,Hygrophila,NA,San Marcos
6,City Park,10/16/2017,Potamogeton/Hygrophila,NA,San Marcos
7,City Park,10/16/2017,Hydrilla,NA,San Marcos
1,I-35,10/17/2017,Hydrilla,NA,San Marcos
6,I-35,10/17/2017,Cabomba,7,San Marcos
9,I-35,10/17/2017,Cabomba,7,San Marcos
4,I-35,10/17/2017,Sagittaria,1,San Marcos
4,I-35,10/17/2017,Hygrophila,NA,San Marcos
5,I-35,10/17/2017,Ludwigia,7,San Marcos
2,Spring Lake Dam,4/23/2018,Hygrophila,NA,San Marcos
2,Spring Lake Dam,4/23/2018,Potamogeton,5,San Marcos
2,Spring Lake Dam,4/23/2018,Hygrophila,NA,San Marcos
2,Spring Lake Dam,4/23/2018,Sagittaria,1,San Marcos
4,Spring Lake Dam,4/23/2018,Hydrilla,NA,San Marcos
2,Spring Lake Dam,4/23/2018,Hydrocotyle,4,San Marcos
9,City Park,4/23/2018,Hygrophila,NA,San Marcos
2,City Park,4/23/2018,Hydrilla,NA,San Marcos
1,City Park,4/23/2018,Hydrilla,NA,San Marcos
4,City Park,4/23/2018,Hygrophila,NA,San Marcos
6,City Park,4/23/2018,Potamogeton/Hygrophila,NA,San Marcos
1,City Park,4/23/2018,Sagittaria,1,San Marcos
5,City Park,4/23/2018,Sagittaria,1,San Marcos
5,City Park,4/23/2018,Potamogeton/Hygrophila,NA,San Marcos
5,I-35,4/24/2018,Hygrophila,NA,San Marcos
8,I-35,4/24/2018,Hygrophila,NA,San Marcos
2,I-35,4/24/2018,Sagittaria,1,San Marcos
1,I-35,4/24/2018,Hydrilla,NA,San Marcos
14,I-35,4/24/2018,Cabomba,7,San Marcos
27,I-35,4/24/2018,Cabomba,7,San Marcos
3,City Park,10/17/2018,Hydrilla,NA,San Marcos
6,City Park,10/17/2018,Potamogeton/Hygrophila,NA,San Marcos
2,City Park,10/17/2018,Sagittaria,1,San Marcos
10,City Park,10/17/2018,Sagittaria,1,San Marcos
17,City Park,10/17/2018,Hygrophila,NA,San Marcos
2,City Park,10/17/2018,Potamogeton/Hygrophila,NA,San Marcos
1,City Park,10/17/2018,Hygrophila,NA,San Marcos
14,I-35,10/17/2018,Cabomba,7,San Marcos
6,I-35,10/17/2018,Cabomba,7,San Marcos
5,I-35,10/17/2018,Hygrophila,NA,San Marcos
1,I-35,10/17/2018,Ludwigia,7,San Marcos
1,I-35,10/17/2018,Sagittaria,1,San Marcos
5,I-35,10/17/2018,Sagittaria,1,San Marcos
3,I-35,10/17/2018,Ludwigia,7,San Marcos
4,I-35,10/17/2018,Hygrophila,NA,San Marcos
1,Spring Lake Dam,10/19/2018,Open,NA,San Marcos
42,Spring Lake Dam,10/19/2018,Sagittaria,1,San Marcos
2,Spring Lake Dam,10/19/2018,Sagittaria,1,San Marcos
9,Spring Lake Dam,10/19/2018,Hygrophila,NA,San Marcos
5,Spring Lake Dam,10/19/2018,Hygrophila,NA,San Marcos
8,Spring Lake Dam,10/19/2018,Hydrocotyle,4,San Marcos
2,Spring Lake Dam,10/19/2018,Hydrocotyle,4,San Marcos
1,City Park,4/22/2019,Hydrilla,NA,San Marcos
4,City Park,4/22/2019,Hygrophila,NA,San Marcos
5,City Park,4/22/2019,Sagittaria,1,San Marcos
10,City Park,4/22/2019,Sagittaria,1,San Marcos
14,City Park,4/22/2019,Hygrophila,NA,San Marcos
1,City Park,4/22/2019,Potamogeton,5,San Marcos
40,I-35,4/22/2019,Cabomba,7,San Marcos
25,I-35,4/22/2019,Cabomba,7,San Marcos
1,I-35,4/22/2019,Ludwigia,7,San Marcos
3,I-35,4/22/2019,Sagittaria,1,San Marcos
8,I-35,4/22/2019,Hygrophila,NA,San Marcos
2,I-35,4/22/2019,Hygrophila,NA,San Marcos
1,Spring Lake Dam,4/23/2019,Sagittaria,1,San Marcos
6,Spring Lake Dam,4/23/2019,Hygrophila,NA,San Marcos
1,Spring Lake Dam,4/23/2019,Hygrophila,NA,San Marcos
41,Spring Lake Dam,4/23/2019,Hydrocotyle,4,San Marcos
9,Spring Lake Dam,4/23/2019,Hydrocotyle,4,San Marcos
41,City Park,10/15/2019,Cabomba,7,San Marcos
76,City Park,10/15/2019,Cabomba,7,San Marcos
9,City Park,10/15/2019,Hygrophila,NA,San Marcos
29,City Park,10/15/2019,Ludwigia,7,San Marcos
7,City Park,10/15/2019,Ludwigia,7,San Marcos
2,City Park,10/15/2019,Potamogeton,5,San Marcos
3,City Park,10/15/2019,Hygrophila,NA,San Marcos
34,Spring Lake Dam,10/16/2019,Sagittaria,1,San Marcos
6,Spring Lake Dam,10/16/2019,Potamogeton,5,San Marcos
1,Spring Lake Dam,10/16/2019,Potamogeton,5,San Marcos
7,Spring Lake Dam,10/16/2019,Sagittaria,1,San Marcos
5,Spring Lake Dam,10/16/2019,Hydrocotyle,4,San Marcos
4,Spring Lake Dam,10/16/2019,Hydrocotyle,4,San Marcos
15,Spring Lake Dam,10/16/2019,Hygrophila,NA,San Marcos
16,Spring Lake Dam,10/16/2019,Hygrophila,NA,San Marcos
16,I-35,10/16/2019,Cabomba,7,San Marcos
31,I-35,10/16/2019,Cabomba,7,San Marcos
1,I-35,10/16/2019,Sagittaria,1,San Marcos
7,I-35,10/16/2019,Hygrophila,NA,San Marcos
3,I-35,10/16/2019,Ludwigia,7,San Marcos
6,I-35,10/16/2019,Hygrophila,NA,San Marcos
6,Spring Lake Dam,4/21/2020,Hygrophila,NA,San Marcos
4,Spring Lake Dam,4/21/2020,Hygrophila,NA,San Marcos
1,Spring Lake Dam,4/21/2020,Sagittaria,1,San Marcos
1,Spring Lake Dam,4/21/2020,Hydrocotyle,4,San Marcos
10,Spring Lake Dam,4/21/2020,Hydrocotyle,4,San Marcos
4,City Park,4/22/2020,Hydrocotyle,4,San Marcos
58,City Park,4/22/2020,Hygrophila,NA,San Marcos
15,City Park,4/22/2020,Hygrophila,NA,San Marcos
7,City Park,4/22/2020,Potamogeton,5,San Marcos
6,City Park,4/22/2020,Zizania,5,San Marcos
2,City Park,4/22/2020,Potamogeton,5,San Marcos
36,I-35,4/23/2020,Cabomba,7,San Marcos
26,I-35,4/23/2020,Cabomba,7,San Marcos
5,I-35,4/23/2020,Hygrophila,NA,San Marcos
2,I-35,4/23/2020,Hygrophila,NA,San Marcos
10,I-35,4/23/2020,Hydrocotyle,4,San Marcos
5,I-35,4/23/2020,Hydrocotyle,4,San Marcos
3,I-35,4/23/2020,Sagittaria,1,San Marcos
1,I-35,4/23/2020,Sagittaria,1,San Marcos
1,I-35,10/15/2020,Hydrocotyle,4,San Marcos
1,I-35,10/15/2020,Hydrocotyle,4,San Marcos
42,I-35,10/15/2020,Cabomba,7,San Marcos
9,I-35,10/15/2020,Hygrophila,NA,San Marcos
16,I-35,10/15/2020,Cabomba,7,San Marcos
10,I-35,10/15/2020,Hygrophila,NA,San Marcos
4,City Park,10/16/2020,Hygrophila,NA,San Marcos
32,City Park,10/16/2020,Hygrophila,NA,San Marcos
2,City Park,10/16/2020,Zizania,5,San Marcos
2,Spring Lake Dam,10/14/2020,Potamogeton,5,San Marcos
10,Spring Lake Dam,10/14/2020,Sagittaria,1,San Marcos
1,Spring Lake Dam,10/14/2020,Zizania,5,San Marcos
5,Spring Lake Dam,10/14/2020,Hydrocotyle,4,San Marcos
18,Spring Lake Dam,10/14/2020,Hydrocotyle,4,San Marcos
6,Spring Lake Dam,4/26/2021,Potamogeton,5,San Marcos
8,Spring Lake Dam,4/26/2021,Sagittaria,1,San Marcos
2,Spring Lake Dam,4/26/2021,Hydrocotyle,4,San Marcos
1,Spring Lake Dam,4/26/2021,Sagittaria,1,San Marcos
4,Spring Lake Dam,4/26/2021,Open,NA,San Marcos
3,City Park,4/27/2021,Open,NA,San Marcos
8,City Park,4/27/2021,Hygrophila,NA,San Marcos
18,City Park,4/27/2021,Hygrophila,NA,San Marcos
63,City Park,4/27/2021,Cabomba,7,San Marcos
79,City Park,4/27/2021,Cabomba,7,San Marcos
1,City Park,4/27/2021,Potamogeton,5,San Marcos
5,City Park,4/27/2021,Potamogeton,5,San Marcos
15,City Park,4/27/2021,Sagittaria,1,San Marcos
18,City Park,4/27/2021,Sagittaria,1,San Marcos
58,I-35,4/28/2021,Hydrilla,NA,San Marcos
52,I-35,4/28/2021,Hygrophila,NA,San Marcos
22,I-35,4/28/2021,Sagittaria,1,San Marcos
10,I-35,4/28/2021,Sagittaria,1,San Marcos
29,I-35,4/28/2021,Hygrophila,NA,San Marcos
13,I-35,4/28/2021,Cabomba,7,San Marcos
21,I-35,4/28/2021,Cabomba,7,San Marcos
42,I-35,4/28/2021,Hydrilla,NA,San Marcos
32,Spring Lake Dam,10/18/2021,Sagittaria,1,San Marcos
1,Spring Lake Dam,10/18/2021,Zizania,5,San Marcos
11,Spring Lake Dam,10/18/2021,Potamogeton,5,San Marcos
6,Spring Lake Dam,10/18/2021,Potamogeton,5,San Marcos
6,Spring Lake Dam,10/18/2021,Sagittaria,1,San Marcos
4,Spring Lake Dam,10/18/2021,Zizania,5,San Marcos
18,Spring Lake Dam,10/18/2021,Hydrocotyle,4,San Marcos
8,Spring Lake Dam,10/18/2021,Hydrocotyle,4,San Marcos
2,City Park,10/19/2021,Open,NA,San Marcos
49,City Park,10/19/2021,Cabomba,7,San Marcos
30,City Park,10/19/2021,Cabomba,7,San Marcos
33,City Park,10/19/2021,Ludwigia,7,San Marcos
1,City Park,10/19/2021,Potamogeton,5,San Marcos
29,City Park,10/19/2021,Ludwigia,7,San Marcos
12,I-35,10/20/2021,Ludwigia,7,San Marcos
20,I-35,10/20/2021,Hygrophila,NA,San Marcos
1,I-35,10/20/2021,Sagittaria,1,San Marcos
5,I-35,10/20/2021,Sagittaria,1,San Marcos
1,I-35,10/20/2021,Ludwigia,7,San Marcos
10,I-35,10/20/2021,Hygrophila,NA,San Marcos
20,I-35,10/20/2021,Cabomba,7,San Marcos
18,I-35,10/20/2021,Cabomba,7,San Marcos
